title,channel_name,원곡명,아티스트
Shimmering,Emil Brandqvist - Topic,Shimmering,Emil Brandqvist
What If,Franco Robert - Topic,What If,Franco Robert
The Secret Garden,Elliott Jack Sansom - Topic,The Secret Garden,Elliott Jack Sansom
e.Dreamer,Piano Novel - Topic,e.Dreamer,Piano Novel
Eclipse,Vivian Roost - Topic,Eclipse,Vivian Roost
Vårsøg (Arr. for Violin and Orchestra by Ben Palmer),Eldbjørg Hemsing - Topic,Vårsøg,Eldbjørg Hemsing
Enchanted,Megan Wofford - Topic,Enchanted,Megan Wofford
September Winds,Paul Cardall - Topic,September Winds,Paul Cardall
Sierra,inola - Topic,Sierra,inola
Gregson: Somnia,Peter Gregson - Topic,Gregson: Somnia,Peter Gregson
Blue Skies,Chafa - Topic,Blue Skies,Chafa
I’m Ok You’re Ok,Sayuri Hayashi Egnell - Topic,I’m Ok You’re Ok,Sayuri Hayashi Egnell
The Seafarer,Peter Belec - Topic,The Seafarer,Peter Belec
Unsolved Mysteries,Floris Boere - Topic,Unsolved Mysteries,Floris Boere
Last Light,Anders Schill Paulsen - Topic,Last Light,Anders Schill Paulsen
Love Came,Peter Gregson - Topic,Love Came,Peter Gregson
Fragments,Jacob Lavallee - Topic,Fragments,Jacob Lavallee
Anhelo,Franco Robert - Topic,Anhelo,Franco Robert
Valse,Olivia Belli - Topic,Valse,Olivia Belli
Dreamer in the Dark,Marika Takeuchi - Topic,Dreamer in the Dark,Marika Takeuchi
On Reflection,Lorna James Music - Topic,On Reflection,Lorna James Music
Lawson: fields of forever,Chad Lawson - Topic,fields of forever,Chad Lawson
Agatha,Luke Howard - Topic,Agatha,Luke Howard 
Hope Is the Thing with Feathers,Christopher Tin - Topic,Hope Is the Thing with Feathers,Christopher Tin
"Winter, Within",Benjamin Gustafsson - Topic,"Winter, Within",Benjamin Gustafsson
Drifter,Ólafur Arnalds - Topic,Drifter,Ólafur Arnalds
Gregson: III. Sequence (Eight),Peter Gregson - Topic,Gregson: III. Sequence (Eight),Peter Gregson
Suendo,Domina Forens - Topic,Suendo,Domina Forens
Myfanwy (Matt Robertson Ambient Mix),Sheku Kanneh-Mason - Topic,Myfanwy,Sheku Kanneh-Mason
Fireflies,Stephan Moccio - Topic,Fireflies,Stephan Moccio
Breathe,Gideon Matthew - Topic,Breathe,Gideon Matthew
Ambre,Kirsten Agresta Copely - Topic,Ambre,Kirsten Agresta Copely
In Memory of Rina Lukita,Wilson Trouvé - Topic,In Memory of Rina Lukita,Wilson Trouvé
Rolling Like A Ball,Ludovico Einaudi - Topic,Rolling Like A Ball,Ludovico Einaudi
Fall,Challem - Topic,Fall,Challem
Le Jardin de Monsieur Monet,Stephan Moccio - Topic,Le Jardin de Monsieur Monet,Stephan Moccio
Words (Strings Version),Oscar Pascasio - Topic,Words,Oscar Pascasio 
Lawson: with you,Chad Lawson - Topic,with you,Chad Lawson
Ocean In A Shell,Birds of Norway - Topic,Ocean In A Shell,Birds of Norway
Luminous,Ludovico Einaudi - Topic,Luminous,Ludovico Einaudi
Largo From Winter,Lara Somogyi - Topic,Largo From Winter,Lara Somogyi
Sparks,Fabrizio Paterlini - Topic,Sparks,Fabrizio Paterlini
Temple White,Ludovico Einaudi - Topic,Temple White,Ludovico Einaudi
Makalu,Andy Selin - Topic,Makalu,Andy Selin
워커홀릭,BOL4 - Topic,워커홀릭,BOL4
도깨비꽃 (DKBK),TAK - Topic,도깨비꽃,TAK
Ashes,Stellar - Topic,Ashes,Stellar
Extinction (멸종),Thornapple - Topic,멸종,Thornapple
고쳐주세요,BOL4 - Topic,고쳐주세요,BOL4
Rescue (RESCUE),Younha - Topic,RESCUE,Younha
No answer (답을 찾지 못한 날),Younha - Topic,답을 찾지 못한 날,Younha
Confession (Ditto X Chuu (LOONA)) (고백 (영화 '동감' X 츄 (이달의 소녀))),CHUU - Topic,고백,츄
After School (After School),Weeekly - Topic,After School,Weeekly
Playground,HANRORO - Topic,Playground,HANRORO
バイバイアクター,NELKE - Topic,バイバイアクター,NELKE
Goodbye To Romance(MINSEO X Kim Eana Project) (Goodbye To Romance(민서 X 김이나 프로젝트)),Minseo - Topic,Goodbye To Romance,민서
Thoughtcrime,Yorushika - Topic,Thoughtcrime,Yorushika
Slow and Steady,ALICELONDO - Topic,Slow and Steady,ALICELONDO
Held Back,ALICELONDO - Topic,Held Back,ALICELONDO
Odd (GAEUL Solo),IVE - Topic,Odd,IVE
Break The Wall (Break The Wall),Dreamcatcher - Topic,Break The Wall,Dreamcatcher
Amaranthus,22-78 - Topic,Amaranthus,22-78
ADORE U,NMIXX - Topic,ADORE U,NMIXX
Beyond the stars,예린 Yerin - Topic,Beyond the stars,예린
Song Runs Like a Light (노래는 불빛처럼 달린다),PEPPERTONES - Topic,노래는 불빛처럼 달린다,PEPPERTONES
Bloom,BOL4 - Topic,Bloom,BOL4
夏夢ノイジー,Asaka - Topic,夏夢ノイジー,Asaka
MONOPOLY MAN,Melanie Martinez - Topic,MONOPOLY MAN,Melanie Martinez
VOICE,TAEYEON - Topic,VOICE,TAEYEON
Boogie Man,LUCY - Topic,Boogie Man,LUCY
BREAK OUT,OfflineTV - Topic,BREAK OUT,OfflineTV
花図鑑,RIRIKO - Topic,花図鑑,RIRIKO
トーチライト,Lucy - Topic,トーチライト,Lucy
Comes and Goes,HYUKOH - Topic,Comes and Goes,HYUKOH
이별찬가 (離別讚歌),신의진 - Topic,이별찬가,신의진
Beyond the Abyss,Moong myang - Topic,Beyond the Abyss,Moong myang
Number 1,Togeworl - Topic,Number 1,Togeworl
빛날 테니까,OHAH - Topic,빛날 테니까,OHAH
Everyone Has a Story,The Winking Owl - Topic,Everyone Has a Story,The Winking Owl 
Keep Losing To.,Park Soeun - Topic,Keep Losing To.,Park Soeun
Waltz of the Starry Night,IGWI - Topic,Waltz of the Starry Night,IGWI
Eclipse,Dreamcatcher - Topic,Eclipse,Dreamcatcher
The Savior Japanese Version,Billlie - Topic,The Savior Japanese Version,Billlie
Love Punch!,Boramiyu - Topic,Love Punch!,Boramiyu
Like Flames,MindaRyn - Topic,Like Flames,MindaRyn
Love Love Love (Feat. 융진 of Casker),EPIK HIGH - Topic,Love Love Love,EPIK HIGH
Heavenly,Against The Current - Topic,Heavenly,Against The Current 
Fantasy,OoOo - Topic,Fantasy,OoOo
Knot (원형의 시간),Im Ga Young - Topic,원형의 시간,Im Ga Young
Feel Alive,C!naH - Topic,Feel Alive,C!naH
Sweet Hug,Misako Uno - Topic,Sweet Hug,Misako Uno
세상 끝 (End Of World),Release - Topic,세상 끝,Release
フレグランス,mahiru - Topic,フレグランス,mahiru
Fate (나는 아픈 건 딱 질색이니까),i-dle - Topic,나는 아픈 건 딱 질색이니까,i-dle
This Is How We Riot,The Winking Owl - Topic,This Is How We Riot,The Winking Owl 
Nautilus,Yorushika - Topic,Nautilus,Yorushika
L&R,ME:I - Topic,L&R,ME:I
Melody of the Stars,Saebit - Topic,Melody of the Stars,Saebit
Love wins all (Love wins all),IU - Topic,Love wins all,IU
Make It Out Alive,ONE OK ROCK - Topic,Make It Out Alive,ONE OK ROCK
理想的ガール,Natsuki Kawanishi - Topic,理想的ガール,Natsuki Kawanishi
Be Mine (나랑 사귈래),JinE - Topic,나랑 사귈래,JinE 
Zero Queen,신시아 (XYNSIA) - Topic,Zero Queen,신시아
Pure Blood,달의하루 - Topic,Pure Blood,달의하루
After LIKE (After LIKE),IVE - Topic,After LIKE,IVE
ForEver And Ever,AWON - Topic,ForEver And Ever,AWON
Flame 2gether,Release - Topic,Flame 2gether,Release
고요한 밤을 지나,제이엠진 JM jin - Topic,고요한 밤을 지나,제이엠진
LILAC (라일락),IU - Topic,라일락,IU 
青を掬う,ATARAYO - Topic,青を掬う,ATARAYO
그녀가 웃었다 She Smiled,DAY6 - Topic,그녀가 웃었다,DAY6
サースティデイズ,rubens - Topic,サースティデイズ,rubens
Here's Your Deathwish,Greywind - Topic,Here's Your Deathwish,Greywind
Starlight,Release - Topic,Starlight,Release
반딧불 Little Light,DOYOUNG - Topic,반딧불,DOYOUNG
Star,Halsoon - Topic,Star,Halsoon
Cocktail love,YEWON - Topic,Cocktail love,YEWON
I loved you too much to just laugh it off,doyouka - Topic,I loved you too much to just laugh it off,doyouka
Through the Night (밤편지),IU - Topic,밤편지,IU
별무리,SoNakByul - Topic,별무리,SoNakByul
나르시시스트 (Narcissist),YEL - Topic,나르시시스트,YEL
Courage of Kindness,UmYull - Topic,Courage of Kindness,UmYull
Caramel,Sleep Token - Topic,Caramel,Sleep Token
Every Little Lie,The Cab - Topic,Every Little Lie,The Cab
Sadie,Lady Heroine - Topic,Sadie,Lady Heroine
weapon,Against The Current - Topic,weapon,Against The Current
Live My Life,aespa - Topic,Live My Life,aespa
Candy Coated Lie$,Hot Milk - Topic,Candy Coated Lie$,Hot Milk
Crossed The Line,Amira Elfeky - Topic,Crossed The Line,Amira Elfeky
Still into You,Paramore - Topic,Still into You,Paramore
Fall Into,Ally Nicholas - Topic,Fall Into,Ally Nicholas
사랑의 방식 (type),Boramiyu - Topic,사랑의 방식,Boramiyu
그래도 나 사랑하지,Release - Topic,그래도 나 사랑하지,Release
Looking for you (내 마음이 너에게 닿기를),KyoungSeo - Topic,내 마음이 너에게 닿기를,KyoungSeo
"Help me, ERINNNNNN!!",COOL&CREATE - Topic,"Help me, ERINNNNNN!!",COOL&CREATE
バグ,Kairiki Bear - Topic,バグ,Kairiki Bear
めでぃかる☆どりーむ☆ふぉーまっと-初音ミク for LamazeP,LamazeP,めでぃかる☆どりーむ☆ふぉーまっと,LamazeP
おくすり飲んで寝よう / 初音ミク - もちうつね,もちうつね,おくすり飲んで寝よう,もちうつね
When Sunny Gets Blue,McCoy Tyner - Topic,When Sunny Gets Blue,McCoy Tyner
Sunroof,Nicky Youre - Topic,Sunroof,Nicky Youre
[Lyrics KOR] 저승으로 가는 버스에 타고 안녕 - 츠유 (あの世行きのバスに乗ってさらば。 -  ツユ ) 한국어 발음 한국어 가사 일본어,레스,あの世行きのバスに乗ってさらば,ツユ
Jealousy Killed the SoundCloud Genius,Ruru - Topic,Jealousy Killed the SoundCloud Genius,Ruru
Still Waiting,Electric Callboy - Topic,Still Waiting,Electric Callboy 
きゅうくらりん,Iyowa - Topic,きゅうくらりん,Iyowa
Bad Cold,DPR IAN - Topic,Bad Cold,DPR IAN 
The Less I Know The Better,Tame Impala - Topic,The Less I Know The Better,Tame Impala
Walkin' In My Lane,milet - Topic,Walkin' In My Lane,milet
Shelter,Madeon - Topic,Shelter,Madeon
Anywhere,Leah Paschall - Topic,Anywhere,Leah Paschall 
Numb Little Bug,Em Beihold - Topic,Numb Little Bug,Em Beihold
You Were Loved (Caslow Remix),Gryffin - Topic,You Were Loved,Gryffin
Blue Valentine,NMIXX - Topic,Blue Valentine,NMIXX
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X - Topic,STAR WALKIN',Lil Nas X
Waiting For Love,Avicii - Topic,Waiting For Love,Avicii
Fire To The Fuse,League of Legends - Topic,Fire To The Fuse,League of Legends
All Falls Down,Alan Walker - Topic,All Falls Down,Alan Walker
GRRRLS,AViVA - Topic,GRRRLS,AViVA
Musician,Porter Robinson - Topic,Musician,Porter Robinson 
be ok,Scrawny - Topic,be ok,Scrawny
KICK BACK,Kenshi Yonezu - Topic,KICK BACK,Kenshi Yonezu 
more than words,Hitsujibungaku - Topic,more than words,Hitsujibungaku
Feels Like Summer,Weezer - Topic,Feels Like Summer,Weezer
Still New York (feat. Joey Bada$$),MAX - Topic,Still New York,MAX
ツユ - くらべられっ子 MV,ツユ,くらべられっ子,ツユ
음율 (UmYull) - '월담소녀 (Walldam)' MV,CREPE SOUND,월담소녀,음율
seisyun complex,kessoku band - Topic,seisyun complex,kessoku band
Song of Life,tuki. - Topic,Song of Life,tuki.
草々不一,Rokudenashi - Topic,草々不一,Rokudenashi
たぶん,YOASOBI - Topic,たぶん,YOASOBI
Orange,SPYAIR - Topic,Orange,SPYAIR
Kaikai Kitan,Eve - Topic,Kaikai Kitan,Eve
"Sayonara, Mata Itsuka! - Sayonara",Kenshi Yonezu - Topic,"Sayonara, Mata Itsuka!",Kenshi Yonezu
群青,YOASOBI - Topic,群青,YOASOBI
祝福,YOASOBI - Topic,祝福,YOASOBI
If I could be a constellation,kessoku band - Topic,If I could be a constellation,kessoku band
Propose,natori - Topic,Propose,natori
ライラック / Mrs. GREEN APPLE - Covered by しほ,しほ / shiho,ライラック,Mrs. GREEN APPLE
愛して愛して愛して (Kikuo) / 藍璃かんな Cover,아이리 칸나 Music Official,愛して愛して愛して,Kikuo
泥中に咲く,Wolpis Carter - Topic,泥中に咲く,Wolpis Carter
ツユ - やっぱり雨は降るんだね MV,ツユ,やっぱり雨は降るんだね ,ツユ
음율 (UmYull) - '유령의 소원 (Wishes of The Youth)' Special Video,음율 UmYull,유령의 소원,음율
ミテイノハナシ - あの日、あの世界で（Music Video）,ミテイノハナシ / Aru.,あの日、あの世界で,ミテイノハナシ
愚作 - 裏命,芥田レンリ / Akuta Renri,愚作,芥田レンリ
DAZBEE(ダズビー) | ‘声の在り処 (Koeno Arika)’ M/V,DAZBEE official,声の在り処,DAZBEE
Side by side,Gogohawk - Topic,Side by side,Gogohawk
Hollywood,The Black Skirts - Topic,Hollywood,The Black Skirts
Mouse,Lee go do - Topic,Mouse,Lee go do
Space kids,The Poles - Topic,Space kids,The Poles
THE LONELIEST,Måneskin - Topic,THE LONELIEST,Måneskin
Take On,jisokuryClub - Topic,Take On,jisokuryClub
love.,wave to earth - Topic,love.,wave to earth
거울,HANRORO - Topic,거울,HANRORO
그러나 우리가 사랑으로,Night Off - Topic,그러나 우리가 사랑으로,Night Off
踊り子,Vaundy - Topic,踊り子,Vaundy
"it's just you, my dear",asumuh - Topic,"it's just you, my dear",asumuh
Burn Out,1/N - Topic,Burn Out,1/N
Night before the end,Xdinary Heroes - Topic,Night before the end,Xdinary Heroes 
If i die (내가 세상을 떠난다면),WESTOF - Topic,내가 세상을 떠난다면,WESTOF
BLUETOKYO,87dance - Topic,BLUETOKYO,87dance
Bigger Than Me,Louis Tomlinson - Topic,Bigger Than Me,Louis Tomlinson
cares,The Poles - Topic,cares,The Poles
Waterfall (폭포),LEE SEUNG YOON - Topic,폭포,LEE SEUNG YOON
Hippo,LUCY - Topic,Hippo,LUCY
劣等感,Himegoto - Topic,劣等感,Himegoto
Good Luck to You (행운을 빌어요),PEPPERTONES - Topic,행운을 빌어요,PEPPERTONES
First Love,maroani - Topic,First Love,maroani
メトロポリタン,nakigoto - Topic,メトロポリタン,nakigoto
3%,Nekojealousy - Topic,3%,Nekojealousy
recall,Kairi Yagi - Topic,recall,Kairi Yagi
ナイトレンダー,RuLu - Topic,ナイトレンダー,RuLu
スポットライト・ジャンキー,PompadollS - Topic,スポットライト・ジャンキー,PompadollS
月が綺麗な夜でした,esoragoto - Topic,月が綺麗な夜でした,esoragoto
ソルベ,CYNHN - Topic,ソルベ,CYNHN
Telepath,Yorushika - Topic,Telepath,Yorushika
Louis Tomlinson - Saturdays (Official Audio),Louis Tomlinson,Saturdays,Louis Tomlinson
OneRepublic - Beautiful Colors - Kaiju No. 8 (End Title Extended Version) [Official Audio],OneRepublic,Beautiful Colors - Kaiju No. 8,OneRepublic
OneRepublic - Counting Stars,OneRepublicVEVO,Counting Stars,OneRepublic
ヨルシカ - 思想犯（OFFICIAL VIDEO）,ヨルシカ / n-buna Official,思想犯,ヨルシカ
A Little Faster,There For Tomorrow - Topic,A Little Faster,There For Tomorrow
What I've Done,Linkin Park - Topic,What I've Done,Linkin Park
Don't Kick The Chair (Album Version),Dia Frampton - Topic,Don't Kick The Chair,Dia Frampton
Take on Me,A-ha - Topic,Take on Me,A-ha
"""My last day""",Yourness - Topic,"""My last day""",Yourness
Prostitution,Yorushika - Topic,Prostitution,Yorushika
PunKanon (Extended Ver.) (PunKanon (Extended Ver.)),LEE SEUNG YOON - Topic,PunKanon,LEE SEUNG YOON
Incarnation,NELKE - Topic,Incarnation,NELKE
鯨の落ちる街,Rokudenashi - Topic,鯨の落ちる街,Rokudenashi
ハルカゼ,Miyumin - Topic,ハルカゼ,Miyumin
Sobaniite,Yuika - Topic,Sobaniite,Yuika
鬱夢くたしかな食感,elswhere kikou - Topic,鬱夢くたしかな食感,elswhere kikou
光芒,Hakubi - Topic,光芒,Hakubi
それでも優しかった君へ (feat. 沖石),MIMI - Topic,それでも優しかった君へ,MIMI
南新町,Haku. - Topic,南新町,Haku.
ia,Kei Sugawara - Topic,ia,Kei Sugawara
"That Day, In That World",MITEI NO HANASHI / Aru. - Topic,"That Day, In That World",MITEI NO HANASHI / Aru
SAKANA WO OIKAKETE,supersocialsandal - Topic,SAKANA WO OIKAKETE,supersocialsandal
幽霊まぼろし,Sundae May Club - Topic,幽霊まぼろし,Sundae May Club
最果て,35.7 - Topic,最果て,35.7
35mmの逃避行,Laica - Topic,35mmの逃避行,Laica
長靴と合鍵,Aizora to Tsuki - Topic,長靴と合鍵,Aizora to Tsuki
藍二乗,Yorushika - Topic,藍二乗,Yorushika
香り,Cult of Kiss - Topic,香り,Cult of Kiss
The Breakup Song,The Greg Kihn Band - Topic,The Breakup Song,The Greg Kihn Band 
Talking In Your Sleep (2023 Remaster),The Romantics - Topic,Talking In Your Sleep,The Romantics
All the Love in the World,The Outfield - Topic,All the Love in the World,The Outfield
Heaven Is a Place on Earth,Belinda Carlisle - Topic,Heaven Is a Place on Earth,Belinda Carlisle
Feel the Way I Do,Primer - Topic,Feel the Way I Do,Primer
Heaven Knows I'm Miserable Now (2011 Remaster),The Smiths - Topic,Heaven Knows I'm Miserable Now,The Smiths
Forest Fire,A-ha - Topic,Forest Fire,A-ha
Wide Awake,A Thousand Mad Things - Topic,Wide Awake,A Thousand Mad Things
I Want To Break Free (Remastered 2011),Queen - Topic,I Want To Break Free,Queen
輝く君の詩,Miyumin - Topic,輝く君の詩,Miyumin
代替品,akuruyo-sheep - Topic,代替品,akuruyo-sheep
過去の蜃気楼,DUSTCELL - Topic,過去の蜃気楼,DUSTCELL
Kimimusubi,RiRiE - Topic,Kimimusubi,RiRiE
달리기 Run on Love!,Sujo - Topic,달리기,Sujo
未恋,ChoQMay - Topic,未恋,ChoQMay
存在証明,Goodbye Setsuna - Topic,存在証明,Goodbye Setsuna 
Tatoe Tatoe,Ryokuoushoku Shakai - Topic,Tatoe Tatoe,Ryokuoushoku Shakai
Algorithm (나색그래피티),Dovlvl - Topic,나색그래피티,Dovlvl
파도는 현재 진행형,Moonbit - Topic,파도는 현재 진행형,Moonbit
数センチメンタル,Kohana Lam - Topic,数センチメンタル,Kohana Lam
ステレオタイプヒロイック,NELKE - Topic,ステレオタイプヒロイック,NELKE
Longing for navy blue,Yuika - Topic,Longing for navy blue,Yuika
睨めっ娘,Tomonari Sora - Topic,睨めっ娘,Tomonari Sora
파도 Waves,Sujo - Topic,파도,Sujo
I Can Lose You,Strawberry Pom - Topic,I Can Lose You,Strawberry Pom
Ghost Writers,서울전자음악단 (Seoul Electric Band) - Topic,Ghost Writers,서울전자음악단
Stargazing,The Poles - Topic,Stargazing,The Poles
Hide and Seek with the Moon,yutori - Topic,Hide and Seek with the Moon,yutori
幸福のかたち,Blume popo - Topic,幸福のかたち,Blume popo
キスより遠く,FINLANDS - Topic,キスより遠く,FINLANDS
Arcana,Myuk - Topic,Arcana,Myuk
evergreen,SIX LOUNGE - Topic,evergreen,SIX LOUNGE
ハルライト,Haku. - Topic,ハルライト,Haku.
Aikagi to Irony,yutori - Topic,Aikagi to Irony,yutori
Shounen manga,Sundae May Club - Topic,Shounen manga,Sundae May Club
ルート225,cephalo - Topic,ルート225,cephalo
雪月花,yangskinny - Topic,雪月花,yangskinny
あなたは煙草　私はシャボン,Lovely Summer-Chan - Topic,あなたは煙草　私はシャボン,Lovely Summer-Chan 
夜明の星,tiny yawn - Topic,夜明の星,tiny yawn
祝日天国,35.7 - Topic,祝日天国,35.7
Eyes Without A Face,Billy Idol - Topic,Eyes Without A Face,Billy Idol
Maneater,Daryl Hall & John Oates - Topic,Maneater,Daryl Hall & John Oates
Paris 1985,Lecomte De Brégeot - Topic,Paris 1985,Lecomte De Brégeot
"Holding Out for a Hero (From ""Footloose"" Soundtrack)",Bonnie Tyler - Topic,Holding Out for a Hero,Bonnie Tyler
Radio Ga Ga (Remastered 2011),Queen - Topic,Radio Ga Ga,Queen
Running in the Night,FM-84 - Topic,Running in the Night,FM-84
Everybody Wants To Rule The World,Tears for Fears - Topic,Everybody Wants To Rule The World,Tears for Fears
